SMILES,LogD,log_KSOL,log_HLM CLint,log_MLM CLint,log_Caco-2 Permeability Papp A>B,log_Caco-2 Permeability Efflux,log_MPPB,log_MBPB,log_MGMB,log_MDR1 Efflux_fang,log_KSOL_fang,log_HPPM_fang,log_RPPB_fang,log_RLM CLint_fang,LogD_az,logD7.4,log_Papp,log_kobs,pIC50_CYP3A4,pIC50_CYP2C9,pIC50_CYP2D6
COc1ccc(C(=O)N2CCC3(CC2)CN(c2cccc(-c4ccccc4)c2)C3)cc1,,,,,,,,,,,,,,,,,,-1.909,4.68,4.809,4.68
COc1ccc(C(=O)N2CCC3(CC2)CN(c2ccccc2)C3)cc1,,,,,,,,,,,,,,,,,,-1.94,4.696,4.755,4.733
COc1ccc(C(=O)N2CCC3(CC2)CN(c2ccccn2)C3)cc1,,,,,,,,,,,,,,,,,,-1.686,4.766,4.737,4.732
COc1ccc(C(=O)N2CCC3(CC2)CN(c2ccncc2)C3)cc1,,,,,,,,,,,,,,,,,,-2.234,5.335,5.207,6.162
COc1ccc(C(=O)N2CCC3(CC2)CN(c2ncccn2)C3)cc1,,,,,,,,,,,,,,,,,,-1.777,4.681,4.662,4.681
COc1ccc(C(=O)N2CCC3(CCCN(C(=O)NC(C)C)C3)CC2)cc1,,,,,,,,,,,,,,,,,,-1.899,4.757,4.771,4.667
COc1ccc(C(=O)N2CCC3(CCCN(C(=O)Nc4cccc(C#N)c4)C3)CC2)cc1,,,,,,,,,,,,,,,,,,-1.889,4.682,4.78,4.662
COc1ccc(C(=O)N2CCC3(CCCN(C(=O)Nc4cccc(F)c4)C3)CC2)cc1,,,,,,,,,,,,,,,,,,-1.918,4.678,4.725,4.66
COc1ccc(C(=O)N2CCC3(CCCN(C(c4ccccc4)c4ccccc4)C3)CC2)cc1,,,,,,,,,,,,,,,,,,-1.946,4.862,4.769,4.812
COc1ccc(C(=O)N2CCC3(CCCN(C)C3)CC2)cc1,,,,,,,,,,,,,,,,,,-2.223,4.608,4.643,4.764
COc1ccc(C(=O)N2CCC3(CCCN(CC(C)C)C3)CC2)cc1,,,,,,,,,,,,,,,,,,-2.237,4.683,4.667,4.855
COc1ccc(C(=O)N2CCC3(CCCN(Cc4cc(C(F)(F)F)cc(C(F)(F)F)c4)C3)CC2)cc1,,,,,,,,,,,,,,,,,,-2.156,4.826,4.754,5.337
COc1ccc(C(=O)N2CCC3(CCCN(Cc4ccc(C#N)cc4)C3)CC2)cc1,,,,,,,,,,,,,,,,,,-2.113,4.619,4.646,4.741
COc1ccc(C(=O)N2CCC3(CCCN(Cc4ccccc4)C3)CC2)cc1,,,,,,,,,,,,,,,,,,-2.208,4.642,4.649,4.928
COc1ccc(C(=O)N2CCC3(CCCN(Cc4ccccc4OC)C3)CC2)cc1,,,,,,,,,,,,,,,,,,-2.02,4.728,4.661,5.068
COc1ccc(C(=O)N2CCC3(CCCN(Cc4ccncc4)C3)CC2)cc1,,,,,,,,,,,,,,,,,,-2.245,5.283,4.984,5.911
COc1ccc(C(=O)N2CCC3(CCCN(Cc4nccs4)C3)CC2)cc1,,,,,,,,,,,,,,,,,,-1.705,4.877,4.781,4.956
COc1ccc(C(=O)N2CCC3(CCCN(c4ccc(-c5ccccc5)cc4)C3)CC2)cc1,,,,,,,,,,,,,,,,,,-1.884,4.738,4.788,4.69
COc1ccc(C(=O)N2CCC3(CCCN(c4cccc(-c5ccccc5)c4)C3)CC2)cc1,,,,,,,,,,,,,,,,,,-1.863,4.704,4.783,4.692
COc1ccc(C(=O)N2CCC3(CCCN(c4ccccc4)C3)CC2)cc1,,,,,,,,,,,,,,,,,,-1.863,4.727,4.74,4.73
COc1ccc(C(=O)N2CCC3(CCCN(c4ccccn4)C3)CC2)cc1,,,,,,,,,,,,,,,,,,-1.642,4.869,4.75,4.751
COc1ccc(C(=O)N2CCC3(CCCN(c4ccncc4)C3)CC2)cc1,,,,,,,,,,,,,,,,,,-2.1,5.45,5.107,6.133
COc1ccc(C(=O)N2CCC3(CCCN(c4ncccn4)C3)CC2)cc1,,,,,,,,,,,,,,,,,,-1.673,4.756,4.671,4.687
COc1ccc(C(=O)N2CCC3(CCN(C(=O)Nc4cccc(C#N)c4)CC3)CC2)cc1,,,,,,,,,,,,,,,,,,-1.978,4.62,4.7,4.626
COc1ccc(C(=O)N2CCC3(CCN(C(=O)Nc4cccc(F)c4)CC3)CC2)cc1,,,,,,,,,,,,,,,,,,-2.009,4.615,4.656,4.629
COc1ccc(C(=O)N2CCC3(CCN(C(=O)Nc4ccccc4)CC3)CC2)cc1,,,,,,,,,,,,,,,,,,-1.993,4.588,4.66,4.613
COc1ccc(C(=O)N2CCC3(CCN(C)CC3)CC2)cc1,,,,,,,,,,,,,,,,,,-2.251,4.556,4.629,4.756
COc1ccc(C(=O)N2CCC3(CCN(CC(C)C)CC3)CC2)cc1,,,,,,,,,,,,,,,,,,-2.221,4.631,4.657,4.804
COc1ccc(C(=O)N2CCC3(CCN(Cc4cc(C(F)(F)F)cc(C(F)(F)F)c4)CC3)CC2)cc1,,,,,,,,,,,,,,,,,,-2.169,4.777,4.734,5.291
COc1ccc(C(=O)N2CCC3(CCN(Cc4ccc(C#N)cc4)CC3)CC2)cc1,,,,,,,,,,,,,,,,,,-2.141,4.596,4.638,4.734
COc1ccc(C(=O)N2CCC3(CCN(Cc4ccccc4)CC3)CC2)cc1,,,,,,,,,,,,,,,,,,-2.222,4.608,4.633,4.917
COc1ccc(C(=O)N2CCC3(CCN(Cc4ccccc4OC)CC3)CC2)cc1,,,,,,,,,,,,,,,,,,-2.081,4.657,4.648,4.976
COc1ccc(C(=O)N2CCC3(CCN(Cc4ccncc4)CC3)CC2)cc1,,,,,,,,,,,,,,,,,,-2.272,5.006,4.784,5.798
COc1ccc(C(=O)N2CCC3(CCN(Cc4nccs4)CC3)CC2)cc1,,,,,,,,,,,,,,,,,,-1.896,4.687,4.677,4.826
COc1ccc(C(=O)N2CCCC2)cc1NC(=O)c1cc(F)c(F)c(F)c1F,,,0.675686709,,,,,,,,1.642860053,,,1.954932007,,,,,,,
COc1ccc(C(=O)N2CCCC2)cc1NC(C)C,,,0.893428842,,,,,,,0.035279562,1.554610285,,,1.938339566,,,,,,,
COc1ccc(C(=O)N2CCCC2=O)cc1,,,,,,,,,,,,,,,0.93,,,-2.151,4.649,4.662,4.665
COc1ccc(C(=O)N2CCC[C@@]3(CCN(C(=O)NC(C)C)C3)C2)cc1,,,,,,,,,,,,,,,,,,-1.942,4.764,4.739,4.657
COc1ccc(C(=O)N2CCC[C@@]3(CCN(C(=O)Nc4cccc(C#N)c4)C3)C2)cc1,,,,,,,,,,,,,,,,,,-1.911,4.688,4.773,4.659
COc1ccc(C(=O)N2CCC[C@@]3(CCN(C(=O)Nc4cccc(F)c4)C3)C2)cc1,,,,,,,,,,,,,,,,,,-1.929,4.68,4.721,4.649
COc1ccc(C(=O)N2CCC[C@@]3(CCN(C(=O)Nc4ccccc4)C3)C2)cc1,,,,,,,,,,,,,,,,,,-1.888,4.66,4.739,4.635
COc1ccc(C(=O)N2CCC[C@@]3(CCN(C)C3)C2)cc1,,,,,,,,,,,,,,,,,,-2.15,4.63,4.642,4.749
COc1ccc(C(=O)N2CCC[C@@]3(CCN(CC(C)C)C3)C2)cc1,,,,,,,,,,,,,,,,,,-2.201,4.729,4.677,4.856
COc1ccc(C(=O)N2CCC[C@@]3(CCN(Cc4cc(C(F)(F)F)cc(C(F)(F)F)c4)C3)C2)cc1,,,,,,,,,,,,,,,,,,-2.177,4.87,4.752,5.294
COc1ccc(C(=O)N2CCC[C@@]3(CCN(Cc4ccc(C#N)cc4)C3)C2)cc1,,,,,,,,,,,,,,,,,,-2.087,4.689,4.665,4.756
COc1ccc(C(=O)N2CCC[C@@]3(CCN(Cc4ccccc4)C3)C2)cc1,,,,,,,,,,,,,,,,,,-2.178,4.723,4.67,4.934
COc1ccc(C(=O)N2CCC[C@@]3(CCN(Cc4ccccc4OC)C3)C2)cc1,,,,,,,,,,,,,,,,,,-1.989,4.825,4.674,5.057
COc1ccc(C(=O)N2CCC[C@@]3(CCN(Cc4ccncc4)C3)C2)cc1,,,,,,,,,,,,,,,,,,-2.25,5.446,5.03,5.881
COc1ccc(C(=O)N2CCC[C@@]3(CCN(Cc4nccs4)C3)C2)cc1,,,,,,,,,,,,,,,,,,-1.693,4.976,4.747,4.941
COc1ccc(C(=O)N2CCC[C@@]3(CCN(c4cccc(-c5ccccc5)c4)C3)C2)cc1,,,,,,,,,,,,,,,,,,-1.851,4.722,4.794,4.689
COc1ccc(C(=O)N2CCC[C@@]3(CCN(c4ccccc4)C3)C2)cc1,,,,,,,,,,,,,,,,,,-1.85,4.757,4.735,4.726
COc1ccc(C(=O)N2CCC[C@@]3(CCN(c4ccccn4)C3)C2)cc1,,,,,,,,,,,,,,,,,,-1.577,4.929,4.749,4.759
COc1ccc(C(=O)N2CCC[C@@]3(CCN(c4ccncc4)C3)C2)cc1,,,,,,,,,,,,,,,,,,-2.138,5.594,5.302,6.235
COc1ccc(C(=O)N2CCC[C@@]3(CCN(c4ncccn4)C3)C2)cc1,,,,,,,,,,,,,,,,,,-1.649,4.805,4.668,4.717
COc1ccc(C(=O)N2CCN(C(=O)/C=C/c3ccc(Br)cc3)CC2)cc1,,,,,,,,,,-0.066590068,,,,,,,,,,,
COc1ccc(C(=O)N2CCc3ccccc32)cc1CSc1nc2cc(F)ccc2n1CC(=O)O,,,,,,,,,,,,,,,,,,-2.142,4.688,4.73,4.651
COc1ccc(C(=O)NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2[nH]c(C)c(C(=O)NCCN3CCCC3)c2C)c(F)c1,,,,,,,,,,,,,,,,,,-2.0,4.893,4.708,4.716
COc1ccc(C(=O)NC(C)Cc2ccccn2)cc1OC1CCN(C(C)C)CC1,,,,,,,,,,,,,,,,,,-2.239,4.721,4.694,4.708
COc1ccc(C(=O)NCCN2CCN(Cc3ccc(Cl)c(Cl)c3)CC2)cc1Cl,,,,,,,,,,,,,,,3.74,,,,,,
COc1ccc(C(=O)NCc2cc(C(C)C)no2)cc1OC1CCN(C(C)C)CC1,,,,,,,,,,,,,,,,,,-2.22,4.769,4.707,4.704
COc1ccc(C(=O)NCc2cc(C(C)C)no2)cc1OC1CCN(C)CC1,,,,,,,,,,,,,,,,,,-2.198,4.684,4.679,4.678
COc1ccc(C(=O)NCc2cc(C(C)C)no2)cc1OCCN1CCCCC1,,,,,,,,,,,,,,,,,,-1.923,4.765,4.717,4.731
COc1ccc(C(=O)NCc2cccc(C(=O)NCCC3CCCNC3)c2)cc1OC,,,,,,,,,,,,,,,,,,-2.084,4.693,4.684,4.68
COc1ccc(C(=O)NCc2cccc(C(=O)NCCC3CCNCC3)c2)cc1OC,,,,,,,,,,,,,,,,,,-2.125,4.674,4.678,4.659
COc1ccc(C(=O)NCc2cccc(C(=O)NCCc3ccncc3)c2)cc1OC,,,,,,,,,,,,,,,,,,-2.114,5.842,5.576,5.851
COc1ccc(C(=O)NCc2cccc(C(=O)Nc3ccc(CN(C)C)cc3)c2)cc1C,,,,,,,,,,,,,,,,,,-2.122,4.531,4.619,4.625
COc1ccc(C(=O)NCc2cccc(C(=O)Nc3ccc(CN(C)C)cc3)c2)cc1Cl,,,,,,,,,,,,,,,,,,-2.095,4.569,4.648,4.666
COc1ccc(C(=O)NCc2cccc(C(=O)Nc3ccc(CN(C)C)cc3)c2)cc1OC,,,,,,,,,,,,,,,,,,-2.091,4.564,4.653,4.655
COc1ccc(C(=O)NCc2cccc(C(=O)Nc3ccc(CO)cc3)c2)cc1OC,,,,,,,,,,,,,,,,,,-1.757,4.712,4.934,4.729
COc1ccc(C(=O)NCc2cccc(C(=O)Nc3ccc4c(c3)CN(C)CC4)c2)cc1OC,,,,,,,,,,,,,,,,,,-1.93,4.676,4.702,4.724
COc1ccc(C(=O)NCc2cccc(C(=O)Nc3ccc4c(c3)CNCC4)c2)cc1OC,,,,,,,,,,,,,,,,,,-1.984,4.745,4.714,4.753
COc1ccc(C(=O)NCc2cccnc2)cc1C(=O)NCc1cccnc1,,,,,,,,,,,,,,,1.23,,,,,,
COc1ccc(C(=O)NCc2cn(-c3cc(C)nc4ccc(OC)cc34)nn2)cc1,,,,,,,,,,,,,,,3.5,,,,,,
COc1ccc(C(=O)NCc2csc(C)n2)cc1OC1CCN(C(C)C)CC1,,,,,,,,,,,,,,,,,,-2.01,4.644,4.669,4.676
COc1ccc(C(=O)Nc2c(Cl)cncc2Cl)c2cccnc12,,,,,,,,,,,,,,,2.09,,,,,,
COc1ccc(C(=O)Nc2cc(-c3ccc(F)c(F)c3)no2)cc1,,,,,,,,,,-0.366543018,-0.455931956,,,,,,,,,,
COc1ccc(C(=O)Nc2cc(NC(=O)c3cccc(N(C)C)c3)ccc2Br)cc1OC,,,,,,,,,,,,,,,3.49,,,,,,
COc1ccc(C(=O)Nc2cc(NC(=O)c3cccc(N(C)C)c3)ccc2C)cc1,,,,,,,,,,,,,,,3.17,,,,,,
COc1ccc(C(=O)Nc2cc(NC(=O)c3cccc(N(C)C)c3)ccc2C)cc1OC,,,,,,,,,,,,,,,3.12,,,,,,
COc1ccc(C(=O)Nc2ccc3oc(C)nc3c2)c(OC)c1,,,1.403926565,,,,,,,-0.262384759,1.188647296,,,2.280808203,,,,,,,
COc1ccc(C(=O)Nc2cccc(NC(=O)c3ccc(OC)c(OC)c3)n2)cc1OC,,,,,,,,,,,,,,,3.5,,,,,,
COc1ccc(C(=O)Nc2cccc(NC(=O)c3cccc(N(C)C)c3)c2)cc1OC,,,,,,,,,,,,,,,3.67,,,,,,
COc1ccc(C(=O)Nc2ccccc2)cc1[N+](=O)[O-],,,,,,,,,,,,,,,,,,-2.088,4.706,4.818,4.807
COc1ccc(C(=O)OC2=CC(=O)N(C)C2)cc1,,,,,,,,,,,,,,,,2.72,,,,,
COc1ccc(C(=O)OC2C[C@H]3CC[C@@H](C2)N3C)cc1OC,,,,,,,,,,,,,,,,,,-2.187,4.675,4.707,4.722
COc1ccc(C(=O)O[C@H]2CC[C@@]3(C)[C@H]4CC[C@H]5[C@]3(C[C@]3(O)[C@H]6CN7C[C@H](C)CC[C@H]7[C@](C)(O)[C@]6(O)[C@H](O)C[C@]53O)O[C@]24O)cc1OC,,,,,,,,,,,,,,,,,,-2.258,4.644,4.591,4.581
COc1ccc(C(=O)O[C@H]2C[C@H](n3cc(F)c(=O)[nH]c3=O)O[C@@H]2CO)cc1,,,,,,,,,,,,,,,,,-5.733063089,,,,
COc1ccc(C(=O)[C@H](Br)[C@H](Br)C(=O)O)cc1,,,,,,,,,,,,,,,,,,-2.299,4.739,4.765,4.758
COc1ccc(C(=O)[C@H]2[C@H]3[C@@H](C(=O)[C@@H]4OC[C@H]3O4)[C@H]3C=Cc4ccccc4N32)c(OC)c1,,,,,,,,,,,,,,,,,,-1.43,5.492,4.884,4.694
COc1ccc(C(=O)c2c(C)n(CCN3CCOCC3)c3cc(I)ccc23)cc1,,,,,,,,,,,,,,,,,,-1.427,5.417,4.85,4.931
COc1ccc(C(=O)c2c(C)n(Cc3cccc(O[C@@H](C)C(=O)O)c3)c3ncccc23)cc1,,,,,,,,,,,,,,,,,,-2.226,4.727,4.748,4.679
COc1ccc(C(=O)c2cc(C(=O)c3ccc(OC)cc3)n(CC(=O)O)c2)cc1,,,,,,,,,,,,,,,,0.39,,,,,
COc1ccc(C(=O)c2cc(C(=O)c3ccccc3)n(CC(=O)O)c2)cc1,,,,,,,,,,,,,,,,0.12,,,,,
COc1ccc(C(=O)c2ccc(C)cc2)c(OC)c1,,,2.007939713,,,,,,,-0.336951015,,,,3.478520755,,,,,,,
COc1ccc(C(=O)c2ccc(Cl)cc2)c(OC)c1,,,1.941317597,,,,,,,-0.28214926,,,,3.241915623,,,,,,,
COc1ccc(C(=O)c2ccc(O)cc2)c(O)c1O,,,,,,,,,,,,,,,,,,-2.12,4.787,4.83,4.696
COc1ccc(C(=O)c2ccccc2)c(O)c1,,,,,,,,,,,,,,,,,,-1.995,4.794,4.92,4.735
COc1ccc(C(=O)c2ccccc2)c(Oc2nc3c(c(=O)n(C)c(=O)n3C)n2C)c1,,,1.333265861,,,,,,,0.26184523,1.693199145,,,3.179450387,,,,,,,
COc1ccc(C(=O)c2ccccc2O)c(O)c1,,,,,,,,,,,,,,,,,,-1.922,4.928,5.156,4.737
COc1ccc(C(=O)c2cccn2CC(=O)O)cc1,,,,,,,,,,,,,,,,-0.87,,,,,
COc1ccc(C(=O)c2ccn(CC(=O)O)c2)cc1,,,,,,,,,,,,,,,,-0.96,,,,,
COc1ccc(C(C#N)c2c3cc(OC)cc(C)c3nc3[nH]nc(C)c23)cc1,,,,,,,,,,,,,,,,,,-1.214,5.539,5.084,4.837
COc1ccc(C(C)(C)C)cc1NC(=O)C1(C#N)CCCC1,,,,,,,,,,-0.320893339,-0.522878745,,,,,,,,,,
COc1ccc(C(C)=O)c(O)c1,,,,,,,,,,,,,,,,,,-2.086,4.77,4.847,4.706
COc1ccc(C(C)=O)cc1CSc1nc2cc(F)ccc2n1CC(=O)O,,,,,,,,,,,,,,,,,,-2.227,4.677,4.694,4.683
COc1ccc(C(C)=O)cc1CSc1nc2ccccc2n1CC(=O)O,,,,,,,,,,,,,,,,,,-2.237,4.676,4.693,4.68
COc1ccc(C(C)C(=O)c2ccc(O)cc2O)cc1,,,,,,,,,,,,,,,,,,-1.89,4.871,4.846,4.714
COc1ccc(C(C)NC(=O)C2(N)CCN(c3ncnc4[nH]ccc34)CC2)cc1OC,,,,,,,,,,,,,,,1.8,,,,,,
COc1ccc(C(C)c2c(CCN(C)C)sc3ccccc23)cn1,,,,,,,,,,,,,,,,,,-2.087,4.8,4.698,4.923
COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,,,,,,,,,,,,,,,0.99,0.88,,,,,
COc1ccc(C(CN2CCCC2)N(C)C(=O)Cc2ccc(Cl)c(Cl)c2)c(OC)c1,,,,,,,,,,,,,,,3.07,,,,,,
COc1ccc(C(CNC(=O)Nc2ccccc2)N2CCN(C)CC2)cc1,,,,,,,,,,,,,,,1.5,,,,,,
COc1ccc(C(Cl)=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,,,,,,,,,,,,,,,,,,-1.842,4.903,4.818,4.742
COc1ccc(C(F)(F)F)c2[nH]c3c(=O)n(CCCN4CCCCC4)ccc3c12,3.1,1.850033257689769,1.212187604403958,3.109139643904016,1.1258064581395268,0.13987908640123647,,,,,,,,,,,,,,,
COc1ccc(C(F)(F)F)c2c1c1cc[nH]c(=O)c1n2CCCN1CCCCC1,3.2,1.7387805584843692,1.5658478186735176,3.0681116170273035,0.9614210940664483,0.0,,,,,,,,,,,,,,,
COc1ccc(C(F)(F)F)c2c1cc1c(=O)n(CCCN3CCCCC3)ccn12,3.2,1.8494194137968993,1.469822015978163,2.693023067923694,1.1728946977521761,-0.13076828026902382,,,,,,,,,,,,,,,
COc1ccc(C(NC(=O)CNC(=O)c2ccc(F)cc2)c2ccc(OC)cc2)cc1,,,,,,,,,,,,,,,,,,-1.461,5.09,4.905,4.797
COc1ccc(C(NC(=O)CNC(=O)c2ccc(F)cc2)c2ccccc2)cc1,,,,,,,,,,,,,,,,,,-1.651,4.973,5.007,4.779
COc1ccc(C(NC(=O)c2cnc(-c3cccnn3)nc2O)c2ccc(OC)cc2)cc1,,,,,,,,,,,,,,,,,,-2.053,4.665,4.691,4.621
COc1ccc(C(O)c2c3cc(OC)cc(C)c3nc3[nH]nc(C)c23)cc1,,,,,,,,,,,,,,,,,,-1.31,5.435,4.956,4.861
COc1ccc(C(OCCN2CCC[C@@H](C(=O)O)C2)(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,,,,,,,,,,,,,,,,,,-1.813,4.848,4.669,4.644
COc1ccc(C)c(N(C)c2ccnc(Nc3cc(N4CCOCC4)cc(N4CCOCC4)c3)n2)c1,,,,,,,,,,,,,,,3.18,,,,,,
COc1ccc(C)c(NC(=O)CC23CC4CC(CC(C4)C2)C3)c1,,,,,,,,,,,,,,,3.96,,,,,,
COc1ccc(C)cc1-c1cccnc1O,,,0.729893404,,,,,,,0.032510123,1.515873844,,,1.423180315,,,,,,,
COc1ccc(C)cc1-n1ccc(C(=O)NC(C)C)n1,,,1.796192597,,,,,,,-0.263596755,1.552668216,,,2.524216914,,,,,,,
COc1ccc(C)cc1-n1ccc(C(=O)Nc2c3c(nn2C)CCC3)n1,,,1.667069858,,,,,,,0.160628991,1.521138084,,,2.406255667,,,,,,,
COc1ccc(C)cc1N,,,,,,,,,,,,,,,,,,-1.985,4.644,4.588,4.615
COc1ccc(C)cc1NC(=O)CN1CCc2ccccc2C1,,,2.280145681,,,,,,,-0.303720877,1.191171456,,,3.365992559,,,,,,,
COc1ccc(C)cc1S(=O)(=O)NCCC(=O)Nc1ccccc1C,,,1.96363202,,,,,,,1.229000429,,,,3.333076707,,,,,,,
COc1ccc(C)nc1-c1ccc(OC)c(OC)c1OC,,,0.675686709,,,,,,,-0.008320311,,,,2.554897217,,,,,,,
COc1ccc(C2(NCc3ccc(N4CCCC4=O)cc3)CC2)cc1,,,1.125708926,,,,,,,-0.290717711,1.911317442,,,2.425389105,,,,,,,
COc1ccc(C2(NCc3cccc4ncccc34)CC2)cc1,,,2.416617211,,,,,,,-0.315829101,1.744449457,,,3.12682501,,,,,,,
COc1ccc(C2(NCc3cnn(-c4ccccc4)c3)CCCC2)cc1,,,1.910981724,,,,,,,,1.759063188,,,2.989325652,,,,,,,
COc1ccc(C2(c3ccc(F)c(-c4cccnc4)c3)N=C(N)N3CC(F)(F)CN=C32)cc1C,,,,,,,,,,,,,,,,,-5.48148606,,,,
COc1ccc(C2(c3ccc(OC)cc3)NC(=N)N(C3CCCCC3)C2=O)cc1,,,,,,,,,,,,,,,,,,-1.704,4.934,4.822,5.003
COc1ccc(C2(c3cccc(-c4cccnc4)c3)N=C(C)C(N)=N2)cc1,,,,,,,,,,,,,,,,,-4.552841969,,,,
COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(C)C(N)=N2)cc1,,,,,,,,,,,,,,,,,-4.677780705,,,,
COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(C)C(N)=N2)cc1C,,,,,,,,,,,,,,,,,-4.721246399,,,,
COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(N)C(C(C)C)=N2)cc1,,,,,,,,,,,,,,,,,-4.522878745,,,,
COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3c(F)cccc32)cc1,,,,,,,,,,,,,,,,,-4.920818754,,,,
COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3nc(C)sc32)cc1,,,,,,,,,,,,,,,,,-4.744727495,,,,
COc1ccc(C2(c3cccc(Br)c3)N=C(N)N3CC(F)(F)CN=C32)cc1,,,,,,,,,,,,,,,,,-4.958607315,,,,
COc1ccc(C2=N/C(=C/c3cc4ccccc4n3C(C)=O)C(=O)O2)cc1,,,,,,,,,,,0.369215857,,,,,,,,,,
COc1ccc(C2=NC(c3ccc(Cl)cc3F)C(C(=O)Nc3ccc4[nH]ncc4c3)=C(C)N2)cc1,,,,,,,,,,,,,,,,,,-1.523,5.326,5.165,5.53
COc1ccc(C2=NC(c3ccc(Cl)cc3F)C(C(=O)Nc3ccc4[nH]ncc4c3)=C(C)N2)cn1,,,,,,,,,,,,,,,,,,-1.56,5.247,5.141,5.346
COc1ccc(C2CC(=O)c3c(O)cc(O)cc3O2)cc1O,,,,,,,,,,,,,,,,,,-2.101,4.747,4.726,4.669
COc1ccc(C2CC(=O)c3ccc(OC)cc3O2)cc1,,,,,,,,,,,,,,,,,,-1.642,4.908,4.783,4.793
COc1ccc(C2CCN(CCc3cnn(-c4nccc5c(O)ncnc45)c3)CC2)cc1,,,,,,,,,,,,,,,,,-5.238824187,,,,
COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,,,,,,,,,,,,,,,,,,-1.668,4.841,4.681,4.695
COc1ccc(C2COc3c(ccc(O)c3OC)C2)c(OC)c1O,,,,,,,,,,,,,,,,,,-1.963,4.763,4.903,4.746
COc1ccc(C2OCC3(COC(C)=O)C(C)C=C(C)C2C3C)cc1,,,,,,,,,,,,,,,,,,-1.371,5.666,4.848,4.768
COc1ccc(C2Oc3c(I)c(OC)cc(OC)c3CC2O)cc1OC,,,,,,,,,,,,,,,,,,-1.626,4.918,4.788,4.832
COc1ccc(C2Oc3cc(OC)cc(OC)c3CC2O)cc1,,,,,,,,,,,,,,,,,,-1.58,4.969,4.768,5.014
COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,,,,,,,,,,,,,,,,2.22,,-1.833,4.914,4.712,4.915
COc1ccc(C=C(C#N)C#N)cc1,,,,,,,,,,,,,,,,,,-2.192,4.657,4.985,4.614
COc1ccc(C=C2SC(=O)NC2=O)cc1OC,,,,,,,,,,,,,,,1.17,,,,,,
COc1ccc(C=NN=Cc2ccc(OC)c(OC)c2)cc1OC,,,,,,,,,,,,,,,3.38,,,,,,
COc1ccc(CC(=O)/N=C(\N)N[C@H](CC2CCCCC2)C(=O)NCc2ccc(-c3nn[nH]n3)cc2)cc1OC,,,,,,,,,,,,,,,,,-6.602059991,,,,
COc1ccc(CC(=O)N(C)C2CCN(CCC(c3ccccc3)c3ccccc3)CC2)cc1OC,,,,,,,,,,,,,,,3.4,,,,,,
COc1ccc(CC(=O)N2CCC3(CC2)CN([C@@H]2CCc4cc(-c5cc(C)ncn5)ccc42)C3)c(C(N)=O)c1,,,,,,,,,,,,,,,,,,-2.122,4.86,4.722,4.726
COc1ccc(CC(=O)N2CCC3(CC2)CN([C@@H]2CCc4cc(-c5ncccn5)ccc42)C3)cc1,,,,,,,,,,,,,,,,,,-1.962,4.745,4.673,4.839
COc1ccc(CC(=O)N2CCc3[nH]c4ccc(Cl)cc4c3C2)cc1OC,,,2.077560479,,,,,,,0.804078694,0.826074803,,,2.829490319,,,,,,,
COc1ccc(CC(=O)NC(N/C(=N/C#N)Nc2ccccc2C)C(C)(C)C)cc1OC,,,,,,,,,,,,,,,2.48,,,,,,
COc1ccc(CC(=O)Nc2c(-c3cccs3)nc3cc(C)ccn23)cc1,,,,,,,,,,,,,,,,3.95,,,,,
COc1ccc(CC(=O)Nc2cc(-n3nc(C)cc3C)nc(-c3ccccn3)n2)cc1,,,,,,,,,,,,,,,,,,-1.866,4.746,4.74,4.688
COc1ccc(CC(=O)Nc2ccc(F)nc2)cc1,,,1.217720768,,,,,,,-0.204544545,,,,1.883434294,,,,,,,
COc1ccc(CC(=O)Nc2nc3ccccc3[nH]2)cc1,,,,,,,,,,,,,,,2.9,,,,,,
COc1ccc(CC(=O)O)cc1-c1ccc(C(F)(F)F)cc1CN1C(=O)O[C@H](c2ccccc2)[C@@H]1C,,,,,,,,,,,,,,,,,,-2.082,4.83,5.007,4.702
COc1ccc(CC(=O)c2ccc(O)cc2O)cc1,,,,,,,,,,,,,,,,,,-1.964,4.808,4.775,4.704
COc1ccc(CC(C)(C)NC[C@H](O)c2cc(O)cc3c2OCC(=O)N3)cc1,,,,,,,,,,,,,,,0.79,,,,,,
COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,,,,,,,,,,,,,,,,,-5.6300001,,,,
COc1ccc(CC(N)C(=O)NC2C(CO)OC(n3cnc4c(N(C)C)ncnc43)C2O)cc1,,,,,,,,,,,,,,,,,,-1.915,4.829,4.658,4.668
COc1ccc(CC2CN3CCN(C(=O)OCc4ccccc4)CC3CO2)cc1,,,1.521504202,,,,,,,-0.098326578,,,,2.935136799,,,,,,,
